0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,label
42411.32370263029,28971965.527792126,135948.963503961,36568.166346975595,30436278.413579047,137781.02173418854,36515.13995641036,23772423.793861832,101458.91634396721,50727.58168846142,32873278.856669143,234785.63951736304,40855.134696718196,28626080.425677065,105385.9713169894,33545.815206660765,26636365.644375045,200053.52298164382,34039.84386132035,23054730.015674382,92795.1189673738,19159.735901407905,25418688.799856145,192827.18864528817,27121.79820197101,23299458.013458226,133448.8345119078,27326.555476413,26153050.777870543,147004.28209282263,70628.2496776652,24935801.64994456,139900.92352649078,34493.47193528589,23905037.467985325,145999.40769776027,40197.56095064484,24048655.38296656,147866.9217412888,30685.706893284347,27408936.043973405,126976.39722871965,25865.527277533216,23432342.509885803,101065.47103766442,13873.350967910597,27079794.464974664,138273.68793660926,57884.77470899115,26798458.833199088,144833.1443660233,48768.693407288185,23242881.70382736,99420.89159407112,28785.448819014186,32783763.7240796,172527.71797136424,31683.98701943607,29988600.337098293,137152.30068292038,52357.21050086843,27844106.056753613,192475.64326172703,45531.91949168018,32616793.59719381,159813.45710220654,29068.197295728438,32603362.890131224,182929.98736251442,19646.61111312149,26491631.323527973,141127.91209620572,25806.234405545394,25595953.698458742,148065.11794706763,42882.78958373598,22784949.168885507,103084.47820765009,56292.30240419431,32935077.59060884,151022.7214424723,34113.233316682425,25441971.109625414,134534.0495835723,23069.54186797654,23999156.268205296,115241.71631414362,44778.67130275451,25710013.30829951,132916.39555852817,44146.13547191967,32293962.052170757,177031.4333581109,46310.01915181323,25869208.407052718,167697.54742342906,FIRE
27464.9253532746,26771560.704643745,131904.40232466348,23463.250907750153,25716573.85863623,138612.05711929663,28375.840979581368,26070771.978848245,168349.31315492024,48645.95095601983,22428626.666523255,136974.52922689047,48968.28831656612,31453757.987219334,192597.6146392272,52264.34448431847,28547062.552829728,174553.42933779632,25700.102152965414,23968845.21003445,158413.16410939774,43823.7706684861,26417877.25137028,151325.15313211957,42901.3756171382,22194896.65615757,140953.5151822207,33551.181113591556,23384277.889977854,127286.5884158439,56573.10391911808,22660286.62370071,150215.30414154325,46713.23557262834,28416230.59676632,239317.57697811906,28334.78431726555,23303939.38902614,95882.7870145851,47242.4080888185,29261448.263374534,135498.38974049088,56920.53617196364,26480141.01002511,132263.28530147733,39517.22395630235,29766070.868483428,157290.6097643558,31046.42657295397,32901570.411642887,190013.78247588497,22371.75212967995,25706993.785885762,166779.1760952612,79638.80693153015,28176800.062331557,185522.87011550204,72969.13604305606,28847374.959748868,193861.88597819267,57942.328174302565,30446961.50749456,180985.17075217623,42870.200311321845,26410782.196998507,146253.76496267415,28371.496121184533,24280328.918964926,114925.99488891919,39032.83880164446,22874824.857578434,125179.50107853422,44707.90371996255,29933039.42949797,120572.14879961385,29421.138416085516,23452691.315699045,163492.17172665123,46887.79467638215,32279289.09508221,237353.2958765899,57851.161813136845,31350506.113405928,157424.18732192236,39259.13535278311,31811829.701504372,145144.09802074716,40086.53564566181,22182586.46461113,91859.90553750967,55172.78212192632,28413933.226892885,139046.79082446752,75728.00827477734,32008540.463079292,121938.08831269278,FIRE
30090.873987559607,25077180.003407933,170150.10358276608,30796.313615250056,27047221.294159874,133294.43707358066,23058.67716765224,26356676.125709288,182791.36851255407,39197.86026168929,23737374.319055308,124791.03606920848,32267.11221107311,26122114.464211162,184517.01494948217,38060.221839682235,27470202.343165837,147029.1410946258,41886.19654439893,32602727.134420976,162465.18551349003,42993.34044067637,24970619.330243032,151281.42678351354,44027.41733192691,26425266.084911227,136878.46663124568,37503.57607585412,24712200.65639303,168411.17913960773,88098.19414771043,31386034.9547742,147569.7364135302,16604.879063775443,24113161.986490645,112477.20575651055,56004.3771587832,33520690.291625906,233595.77597620006,49929.34612052814,26907011.469745163,178077.19560496582,49383.037465214045,32783588.590278473,156049.96255382564,70338.78602670558,25391571.388290487,143184.49620899456,29935.335797908658,26879248.20198219,158773.27465759948,38308.11942805853,28983442.156051178,147938.68101726437,40317.77679461479,31222346.084337547,135953.80469252766,31300.599919652814,24832945.61873244,111685.11269912157,38444.88454305294,31849704.496075027,190817.06476678405,46659.11998089312,31437654.04005557,160460.03815824908,38639.08443813673,31156708.35509063,159067.38805997194,15390.076975597935,27345076.733259607,248355.68610697094,36895.84823818471,25737951.539574366,202396.99335274316,22053.688920714078,21761977.4039173,75991.62684226249,57222.284873185396,29275339.642333053,135065.47556202547,50552.10973381401,27626393.4382867,114323.69635481901,55880.32543024125,30070503.724552654,158792.21765561396,57885.835478434696,27232184.678719793,153030.72907385894,42126.292274045045,30693717.921066638,200725.24844724813,30511.332450044913,32593922.35851866,202362.0293973759,FIRE
26973.559022980782,24484033.52503772,147183.386964608,28961.624465982783,25067730.865650352,165931.9690484911,33574.784953943235,27039767.617493,151481.34802025277,45207.54469057162,27730725.856619395,150065.15051053965,57950.8561654665,32371544.014888633,217980.8316219726,29857.696452518623,29593926.772027113,132735.7800927275,32355.167996860207,23437910.080330506,102707.0035178252,38716.04015979764,24867875.394292533,116440.04865661323,33988.80165431597,32408911.277278796,163155.29329631454,25814.208828031824,29970551.16596296,177355.9177069247,38499.64232061557,27744523.153639074,162084.03686003125,63613.743420820974,30687798.083466347,147528.17215652516,20063.32838065855,24275610.529790234,144592.119357861,32557.11888401045,24209980.41400615,163250.37780641386,36096.727215053485,23552039.76885327,178329.38020091408,47907.27829172595,26856854.007581864,121671.08027262683,53247.62539579167,29813316.80858643,160552.03209284053,28492.379949898917,24781330.896531682,109653.8941208017,31358.065072137848,29481948.76634806,148559.97633372335,35102.769223129966,29046467.598572664,165595.77911720445,25519.702047023235,32091617.865021773,178166.9189729224,47675.86091276229,29983256.208644822,156909.47070825403,46389.73406905471,33443914.813670874,219488.1216011869,46260.3639811015,26621765.55204941,98985.92590973839,20408.61052464182,25785667.564848337,173940.98810885652,21815.561307557895,27898935.346206903,175379.61792660775,50864.18325747789,28743189.231056668,192245.6792119849,33179.63387854992,27555090.634113614,160837.76907901428,48521.628561114754,31818305.849149536,136572.08650995715,39861.81919672723,22779279.543370392,85014.51404419038,25600.888686398008,31406698.849680156,126967.70472089988,38080.86339566352,24762088.939450964,146748.70183129524,FIRE
61201.50460567056,32521054.167814963,138919.09539635803,21880.71002408005,26577596.590998955,116298.5068145306,22893.400970826802,24977778.39750702,130223.19981427603,34939.61254376042,31562098.834923103,193184.7411112791,28216.9130319591,28495184.333722215,110513.50143152325,51449.11188563678,25014076.025141068,142343.3422823615,54170.86590622342,32748375.202340055,199201.98988441852,52093.39562634857,30416037.782272425,186950.34844383298,54035.960217028034,28780820.64527593,116449.0056792127,39849.00845802984,27128725.041809067,124418.98504837767,54159.57982327129,28375659.351814136,133862.60664485896,34551.18249150222,27844690.137752086,159401.2389393569,34025.17608262952,24582625.07990897,165207.70968096514,68730.46184592068,29175223.725204397,153431.98072618732,37403.91316334789,25478236.319597553,135960.9133453729,48759.141142870416,34083246.99167413,210383.29932329842,24804.714656220414,25071428.471343476,117969.01560970956,43369.0843757417,26032161.1413236,122177.92337093246,55535.16928368682,34013987.06896273,227995.97966998114,37744.041122038245,25195152.3150866,162255.68745582373,26181.222066117145,31454353.57310982,178875.2395256385,46392.22212511161,26909328.53612812,142353.746929192,89157.32348590344,31259162.894805625,193266.00432071905,43046.41142566452,28559152.21702037,242642.24290209843,33820.46031174095,25367716.922206208,202529.30393639978,30694.74037342255,28627789.19653942,148504.53384357298,33571.54190084532,28768059.55229769,181171.3660034164,61620.728178791775,29701666.925785873,175728.9658187103,42653.31283244203,30895924.88374858,178934.45069700308,65606.60908994931,29820430.965602033,137400.86597114662,38526.092389711295,24212223.640537634,124890.14150039094,38376.7835262949,27871216.575879008,197683.39217459707,FIRE
35979.37212648869,23543630.380483355,181955.14141162048,42820.98476332742,33576375.25735364,170182.8496746558,36949.8300569177,28016387.63112463,196987.53739720752,26595.136984304776,23689607.265367366,120599.76236338752,42712.746308472684,29814472.848550618,191951.69093826995,42841.17817806443,31020831.996795513,151979.04586189054,45937.215020806674,21612449.293315187,116597.43103707429,46059.718499922674,32370292.05223769,154133.6695353138,35145.32064275058,26354968.984346274,148085.72750490735,37607.61829382035,26236601.1460881,135912.97822247032,31939.930259769844,27062176.078545555,159488.67625875518,78598.52118412216,31559383.906631805,221424.59416826698,17324.124252867718,28017902.24057942,106373.8907545066,38134.29286838496,22104516.03877901,176742.02818371347,29935.923451344926,24123700.474354696,121891.47823812441,53350.87100976854,24205307.146817967,129512.47394312388,44925.28357801054,25378492.91358547,168250.96168796846,84195.73923115681,27793615.142966483,145641.82035961052,42999.265811135534,31775767.930296432,208286.17951990175,39016.979503261355,31047100.160624582,155334.53677634418,51409.5408484348,32757204.5597847,189309.8216905946,36466.42975828854,28726143.413557842,184152.13518917141,37267.05914515389,22569277.104524896,155526.3782686592,19185.849516251914,22129222.277875546,124204.62437843315,61809.326785240875,31782838.581242155,168976.99573547597,27949.50818542754,25311570.791732214,122212.65402158683,46158.81887242694,23724839.70050174,156221.18565307578,20614.504011208974,24545285.010952216,113082.19037188613,29548.920595557327,27591386.31847362,118330.34120032498,45006.80847631051,25869187.659810822,132949.07214886392,31973.97108492999,26028081.12616544,162084.15424658754,22959.212527558262,26334564.557641346,117528.6474381098,FIRE
17341.33369014737,29211881.06302934,132367.42717362754,33598.27258673047,31532818.259040114,191206.04172563675,26764.397078413032,23654735.418467842,139227.09361016433,25918.148809884307,24647876.354103357,208129.00514625382,35530.21897056154,23858201.940245807,114203.07403744645,43450.86624225035,28012688.308107857,229446.7850921343,29605.399602767335,27536027.10298822,129382.3358219538,56779.07413672948,24475951.959676806,138079.1439694251,35664.02777861539,29144927.405418247,189885.8117670936,41103.56310460624,28657799.03575794,156075.11363595672,30237.59582987036,28618186.46804095,147280.4536804375,54943.50243372756,30312221.889163643,182379.0676094014,30255.790724679042,24221293.020203903,137915.56873696353,21303.409992074776,24251054.1804946,111077.64173171108,43681.34621948624,33382311.360356137,155574.37297205464,21407.83628400569,23256294.548992895,114516.71637892058,45448.92246610285,32092257.78474071,196306.51079240988,21005.082269558647,25701587.322667256,171246.9344464278,32239.231435906666,26494956.041852035,143210.33014391593,30683.64323967648,22541164.213867363,164571.66084892463,58117.496377638745,22978283.091960303,92468.96444367601,65400.55932878255,32156819.508924484,220299.20951323895,86260.6892564181,29821872.681042127,209272.81100355636,19771.440774260125,23065977.72250224,110388.78163154687,60538.396644794564,27781098.408919066,157837.20377107494,41756.57635418065,30376177.357831217,152618.3433977326,17344.511570760755,22020905.753359668,124306.72889048877,46976.036201367584,27857987.374172006,173075.9707568082,46420.626410866156,28972445.076978497,197269.14084749448,43794.51411909475,29876098.39577166,173060.82220716818,56140.58060029013,26263251.31208758,185100.69585818547,59268.850359484364,32435834.610659495,218764.43526206026,FIRE
28741.181536882123,31888432.840012588,173690.85295792107,23329.579096249676,31804770.823319495,202993.435467938,38727.20279742453,30817401.106882606,169612.03622127743,32550.724920414763,26050892.817449387,165035.3339597738,32733.4051040666,31239334.679633338,192407.3427527111,52861.3890490203,24910094.689151976,159816.21066400953,56169.58563437073,30729395.970651187,174816.98067538725,23471.363902021578,25174670.446197983,158140.42947386423,38966.63957288284,31473563.94395233,235496.14378146088,52601.5100548798,30068413.679351322,153157.05980972518,63426.864046204886,26884106.888237614,133548.86062064255,24960.83868789019,25349890.307714872,129689.76599693803,55685.77362563081,25946965.08795939,160098.36068609895,17765.522549157093,26230743.094069164,125944.45219500811,23279.00483471618,29148659.751919147,115614.54686023606,36284.398194448106,24682914.46266369,153022.53023512923,31944.69033586853,28225949.122175116,151420.5102861641,41809.82062822454,22556029.79257617,127132.71709368294,23298.063388011866,27840660.27049367,137296.99279645513,24061.52401819727,28572947.80262129,154119.04476155972,29670.030121804986,30482066.58293272,222215.0587189158,41349.520633925,24556994.049790133,126637.61577306583,61262.337535653875,29349207.489913736,201431.4665573147,47114.59681996268,22574254.626215875,150786.4351662488,30545.804189938233,28882501.750271916,156372.27489578084,55782.640782236835,29145909.31394286,128433.16392756849,89059.33016292423,31907165.262149796,154820.66470963514,40522.30520499131,28936444.477741603,218200.75008571675,37662.54344345993,25816916.873977263,181695.5396747658,53812.89044639074,31746267.00651378,241988.82806409986,34085.2003542404,25611676.97532012,148479.5991234979,24774.151611326768,23779268.670349088,149245.1929689154,FIRE
14352.021471717711,27604579.324072666,141410.23763210335,34439.20530824212,28841902.168187086,163447.55246389785,23953.334765146265,24221458.22944817,136979.69648943635,29999.62149583957,30553721.565109495,187493.64352459242,25483.063153135867,24857604.8879582,114966.66375372621,50234.74930174224,28163695.050566673,168903.80388848527,56711.64107522741,29410220.159252234,110674.99923685657,31059.949073241012,24745603.714439973,174867.81284097355,55796.734364848744,31129568.674109444,195975.72409872717,43456.58348919086,26829304.607188795,205665.27188561918,71811.4471590246,29723987.801277615,163729.6148841903,34253.2828648976,25580561.87604952,154197.08492386862,20604.780583446976,23211071.912282392,200107.5519225861,30755.546291074665,28834588.30477407,143818.6727198224,58117.84986034222,26642724.17500159,138686.81615759459,67836.96676305351,27957036.046435043,179096.90949651628,34133.31940284163,29149743.8943482,156374.4387194435,35611.40513993071,26322055.52325232,121685.3845349156,52231.81656688077,26592392.718808677,188533.87329201848,32662.430361943436,25677236.014782228,116687.51402042586,50982.63010493185,31634345.2301696,180702.05259340868,56099.53244883576,31156651.21739054,176215.31861408835,12703.694569634004,23184101.707736276,160167.93701565312,41558.46953822513,23819710.725634746,164786.25259308098,44108.2384444401,25842475.733671885,163962.11729465929,33398.518185664274,29803946.471316338,184464.08835411727,31268.23961356865,24184243.910678994,155311.1507258013,38748.37253340335,23412286.973536246,167420.67676124795,59254.17710213526,22479412.11153641,140379.57555810214,45051.10817869279,26201847.66614859,195871.579751396,52042.0116058434,30524237.6971628,176428.81869743564,56068.0583092742,27424734.81271296,96015.38502776074,FIRE
23898.21688613043,28635959.484609228,136771.40748819144,47002.2186958348,22712132.80968633,162361.28245548718,50918.99880799419,30507563.569893427,185075.08670623822,21070.519919307146,22746971.37381348,103446.86472052528,26107.88576833089,25958314.66215943,81882.23069515628,20008.973287376102,23774861.981882468,123425.91458539953,33348.37288588632,28069386.224518217,130824.11642388593,37499.66325547631,32405370.831541955,127570.46495587865,45088.918685364515,31265318.08429952,168101.29675227142,50549.192176986035,24696774.1922167,111798.8317535704,19398.22402358854,27084786.714546923,182348.0127360491,75278.20898604521,27790020.68370689,145997.3561269965,45034.34866054172,29511731.4089877,171643.46833935814,18780.59568029642,26478639.54453014,143100.4390539728,57533.76593015569,28050714.291974127,198208.5880586594,22782.03998995792,31909988.981339872,227905.1175619521,39403.09876386874,32555237.32859149,259361.34022039836,36379.53809415913,26389573.113153283,199928.57254833847,64390.73580630047,26729170.489192322,133178.23973377794,23434.92284964618,27085655.52667126,151567.8745245896,36569.819023288095,25972822.00663334,162211.63518017263,32674.503761125958,31067897.24277918,217364.1257004451,36806.92696302523,31407025.958118577,169037.94079030192,69854.41523260722,32132355.057511225,253542.4434812055,44154.266463473665,23766544.665838305,153161.80531621532,20663.399496679624,23640914.92788175,145210.96914544603,64718.66650514581,31442095.012132637,169957.42403157888,27088.07903801991,24277395.397021063,169420.9300932953,70777.75448160122,28984168.527777825,176482.0819966865,52199.1541552764,31751712.43844825,186549.38268176359,51872.82925659994,31087283.7253951,196213.44270345476,38188.63476204754,27744311.398983847,143249.77165497784,FIRE
